CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,KMeans_Label,Cluster_Name,Heuristic_Segment
15916,125,27,3832.7618,3,4,3,10,3,Loyal Customers,Loyal Customers
15919,301,24,4384.72256,1,4,4,9,0,Regular Customers,Loyal Customers
15922,344,6,719.69736,1,2,2,5,0,Regular Customers,Hibernating
15923,345,14,2281.54832,1,3,3,7,0,Regular Customers,Loyal Customers
15938,97,4,1376.5300000000002,3,1,2,6,3,Loyal Customers,New Customers
15939,25,7,1146.66868,4,2,2,8,3,Loyal Customers,Potential Loyalists
15940,22,1,7.43282,4,1,1,6,2,At Risk Customers,New Customers
15945,260,2,563.2782,1,1,1,3,0,Regular Customers,Hibernating
15950,209,12,2053.4039000000002,2,3,3,8,0,Regular Customers,Loyal Customers
15953,132,11,2402.4296400000003,3,3,3,9,3,Loyal Customers,Loyal Customers
15955,347,15,2652.98722,1,3,3,7,0,Regular Customers,Loyal Customers
15965,285,9,2098.35968,1,2,3,6,0,Regular Customers,Hibernating
15967,73,15,2940.75632,3,3,3,9,3,Loyal Customers,Loyal Customers
15971,22,3,346.64482,4,1,1,6,3,Loyal Customers,New Customers
15973,166,3,315.35189,2,1,1,4,2,At Risk Customers,Hibernating
15981,24,2,121.72561999999999,4,1,1,6,2,At Risk Customers,New Customers
15983,220,38,6223.09432,2,4,4,10,0,Regular Customers,Loyal Customers
15984,163,5,616.48531,2,2,1,5,2,At Risk Customers,Hibernating
15987,303,3,220.09998,1,1,1,3,2,At Risk Customers,Hibernating
15996,267,9,900.3234600000001,1,2,2,5,0,Regular Customers,Hibernating
15998,237,48,8881.90322,1,4,4,9,0,Regular Customers,Loyal Customers
16003,208,9,1673.8386,2,2,2,6,0,Regular Customers,Hibernating
16010,239,14,3565.7351200000003,1,3,3,7,0,Regular Customers,Loyal Customers
16011,23,33,6320.608940000001,4,4,4,12,3,Loyal Customers,Champions
16013,152,8,505.46500000000003,2,2,1,5,2,At Risk Customers,Hibernating
16016,270,33,6567.45684,1,4,4,9,0,Regular Customers,Loyal Customers
16019,42,9,1002.8196800000001,4,2,2,8,3,Loyal Customers,Potential Loyalists
16029,6,31,5155.9309,4,4,4,12,3,Loyal Customers,Champions
16030,16,21,3767.8656,4,3,3,10,3,Loyal Customers,Loyal Customers
16033,109,50,7986.11878,3,4,4,11,3,Loyal Customers,Loyal Customers
16034,136,2,229.078,2,1,1,4,2,At Risk Customers,Hibernating
16037,202,7,858.5468500000001,2,2,2,6,0,Regular Customers,Hibernating
16042,135,5,567.408,2,2,1,5,2,At Risk Customers,Hibernating
16043,65,8,1028.7552,3,2,2,7,3,Loyal Customers,Potential Loyalists
16048,353,5,1550.92332,1,2,2,5,0,Regular Customers,Hibernating
16059,117,21,2563.88034,3,3,3,9,3,Loyal Customers,Loyal Customers
16062,249,5,671.2986000000001,1,2,1,4,0,Regular Customers,Hibernating
16065,261,39,7897.32271,1,4,4,9,0,Regular Customers,Loyal Customers
16081,278,14,2947.31975,1,3,3,7,0,Regular Customers,Loyal Customers
16083,222,8,494.4856,1,2,1,4,0,Regular Customers,Hibernating
16085,87,12,2144.4959400000002,3,3,3,9,3,Loyal Customers,Loyal Customers
16086,285,5,770.4624,1,2,2,5,0,Regular Customers,Hibernating
16094,153,1,23.234199999999998,2,1,1,4,2,At Risk Customers,Hibernating
16098,364,5,910.1271,1,2,2,5,0,Regular Customers,Hibernating
16109,8,3,812.5475,4,1,2,7,3,Loyal Customers,New Customers
16110,23,69,12193.54403,4,4,4,12,1,VIP Customers,Champions
16112,138,5,957.7614,2,2,2,6,3,Loyal Customers,Hibernating
16122,137,8,629.4570699999999,2,2,1,5,3,Loyal Customers,Hibernating
16124,48,8,947.24256,4,2,2,8,3,Loyal Customers,Potential Loyalists
16125,281,11,1621.2615,1,3,2,6,0,Regular Customers,At Risk
16133,47,7,1253.0029000000002,4,2,2,8,3,Loyal Customers,Potential Loyalists
16134,174,12,2522.7054200000002,2,3,3,8,0,Regular Customers,Loyal Customers
16138,291,1,3.304,1,1,1,3,2,At Risk Customers,Hibernating
16140,328,6,1094.11276,1,2,2,5,0,Regular Customers,Hibernating
16143,178,12,3092.19183,2,3,3,8,0,Regular Customers,Loyal Customers
16145,136,17,2409.85917,2,3,3,8,3,Loyal Customers,Loyal Customers
16150,153,14,2137.99816,2,3,3,8,3,Loyal Customers,Loyal Customers
16153,180,7,1214.6364,2,2,2,6,0,Regular Customers,Hibernating
16156,20,13,1978.53868,4,3,3,10,3,Loyal Customers,Loyal Customers
16161,22,64,10830.02363,4,4,4,12,1,VIP Customers,Champions
16163,256,4,121.83618,1,1,1,3,2,At Risk Customers,Hibernating
16168,77,3,528.7384,3,1,1,5,3,Loyal Customers,New Customers
16186,341,2,795.83961,1,1,2,4,0,Regular Customers,Hibernating
16191,29,15,1416.4827200000002,4,3,2,9,3,Loyal Customers,Potential Loyalists
16202,224,7,826.17744,1,2,2,5,0,Regular Customers,Hibernating
16203,136,11,1720.94,2,3,2,7,3,Loyal Customers,At Risk
16206,118,11,1487.6248799999998,3,3,2,8,3,Loyal Customers,Potential Loyalists
16210,17,20,4074.8633200000004,4,3,3,10,3,Loyal Customers,Loyal Customers
16218,362,17,3990.9728600000003,1,3,3,7,0,Regular Customers,Loyal Customers
16221,286,4,1162.2444600000001,1,1,2,4,0,Regular Customers,Hibernating
16222,67,71,11923.3711,3,4,4,11,1,VIP Customers,Loyal Customers
16233,124,6,688.7938,3,2,2,7,3,Loyal Customers,Potential Loyalists
16235,119,7,888.9505,3,2,2,7,3,Loyal Customers,Potential Loyalists
16241,166,30,6441.600850000001,2,4,4,10,3,Loyal Customers,Loyal Customers
16244,346,28,5678.117630000001,1,4,4,9,0,Regular Customers,Loyal Customers
16250,364,8,2132.8916400000003,1,2,3,6,0,Regular Customers,Hibernating
16252,266,12,1746.1395400000001,1,3,2,6,0,Regular Customers,At Risk
16255,168,24,4667.494500000001,2,4,4,10,3,Loyal Customers,Loyal Customers
16262,222,2,729.3000000000001,1,1,2,4,0,Regular Customers,Hibernating
16265,252,10,2719.27352,1,2,3,6,0,Regular Customers,Hibernating
16270,173,23,4518.22306,2,3,4,9,3,Loyal Customers,Loyal Customers
16271,195,4,610.7414200000001,2,1,1,4,0,Regular Customers,Hibernating
16274,353,32,6590.67347,1,4,4,9,0,Regular Customers,Loyal Customers
16279,141,2,189.83620000000002,2,1,1,4,2,At Risk Customers,Hibernating
16282,168,8,830.7978,2,2,2,6,0,Regular Customers,Hibernating
16293,283,7,637.9093,1,2,1,4,0,Regular Customers,Hibernating
16303,139,14,2452.0598,2,3,3,8,3,Loyal Customers,Loyal Customers
16306,153,7,428.26978,2,2,1,5,2,At Risk Customers,Hibernating
16315,127,4,232.4946,3,1,1,5,2,At Risk Customers,New Customers
16316,163,17,2334.79076,2,3,3,8,3,Loyal Customers,Loyal Customers
16321,96,2,185.24810000000002,3,1,1,5,2,At Risk Customers,New Customers
16326,40,14,1956.50464,4,3,3,10,3,Loyal Customers,Loyal Customers
16327,45,54,9481.2199,4,4,4,12,1,VIP Customers,Champions
16333,16,1,635.7645,4,1,1,6,3,Loyal Customers,New Customers
16350,141,13,948.4857400000001,2,3,2,7,3,Loyal Customers,At Risk
16351,137,2,288.63856,2,1,1,4,2,At Risk Customers,Hibernating
16353,12,9,886.33996,4,2,2,8,3,Loyal Customers,Potential Loyalists
16359,119,4,68.30766,3,1,1,5,2,At Risk Customers,New Customers
16365,206,6,389.96614,2,2,1,5,2,At Risk Customers,Hibernating
16367,240,14,1370.7748800000002,1,3,2,6,0,Regular Customers,At Risk
16378,20,9,1712.9687000000001,4,2,2,8,3,Loyal Customers,Potential Loyalists
16385,272,9,866.76696,1,2,2,5,0,Regular Customers,Hibernating
16387,91,2,30.64578,3,1,1,5,2,At Risk Customers,New Customers
16393,240,13,1356.46404,1,3,2,6,0,Regular Customers,At Risk
16395,97,39,6436.66056,3,4,4,11,3,Loyal Customers,Loyal Customers
16401,118,10,812.5165800000001,3,2,2,7,3,Loyal Customers,Potential Loyalists
16402,311,27,5436.236180000001,1,4,4,9,0,Regular Customers,Loyal Customers
16403,32,3,826.6534800000001,4,1,2,7,3,Loyal Customers,New Customers
16405,17,1,39.86747999999999,4,1,1,6,2,At Risk Customers,New Customers
16407,32,10,1323.53648,4,2,2,8,3,Loyal Customers,Potential Loyalists
16409,59,30,4966.48268,3,4,4,11,3,Loyal Customers,Loyal Customers
16411,312,10,902.24512,1,2,2,5,0,Regular Customers,Hibernating
16419,26,7,939.7205899999999,4,2,2,8,3,Loyal Customers,Potential Loyalists
16422,25,27,4802.59688,4,4,4,12,3,Loyal Customers,Champions
16424,157,1,12.5434,2,1,1,4,2,At Risk Customers,Hibernating
16442,223,29,5084.476180000001,1,4,4,9,0,Regular Customers,Loyal Customers
16455,225,13,1703.1190000000001,1,3,2,6,0,Regular Customers,At Risk
16456,4,42,8151.77765,4,4,4,12,3,Loyal Customers,Champions
16458,222,5,424.04764,1,2,1,4,2,At Risk Customers,Hibernating
16470,201,20,2451.46734,2,3,3,8,0,Regular Customers,Loyal Customers
16473,152,4,359.61968,2,1,1,4,2,At Risk Customers,Hibernating
16477,82,30,4798.89824,3,4,4,11,3,Loyal Customers,Loyal Customers
16493,124,1,30.102,3,1,1,5,2,At Risk Customers,New Customers
16496,57,31,6141.3072,3,4,4,11,3,Loyal Customers,Loyal Customers
16497,66,10,3179.1072,3,2,3,8,3,Loyal Customers,Potential Loyalists
16499,214,13,2014.01988,2,3,3,8,0,Regular Customers,Loyal Customers
16500,128,1,9.062399999999998,3,1,1,5,2,At Risk Customers,New Customers
16503,126,26,4501.5552,3,4,4,11,3,Loyal Customers,Loyal Customers
16510,342,10,2137.85696,1,2,3,6,0,Regular Customers,Hibernating
16515,25,16,2462.69104,4,3,3,10,3,Loyal Customers,Loyal Customers
16519,258,1,79.69955999999999,1,1,1,3,2,At Risk Customers,Hibernating
16520,260,32,7608.950490000001,1,4,4,9,0,Regular Customers,Loyal Customers
16523,44,18,1845.68352,4,3,3,10,3,Loyal Customers,Loyal Customers
16525,3,27,3466.63107,4,4,3,11,3,Loyal Customers,Loyal Customers
16531,70,9,1335.9346600000001,3,2,2,7,3,Loyal Customers,Potential Loyalists
16532,164,1,11.151,2,1,1,4,2,At Risk Customers,Hibernating
16539,195,14,3701.9419800000005,2,3,3,8,0,Regular Customers,Loyal Customers
16546,337,11,1742.40568,1,3,2,6,0,Regular Customers,At Risk
16549,144,15,1593.79728,2,3,2,7,3,Loyal Customers,At Risk
16550,293,22,3429.18189,1,3,3,7,0,Regular Customers,Loyal Customers
16551,152,8,652.52548,2,2,1,5,2,At Risk Customers,Hibernating
16552,359,4,491.65922,1,1,1,3,0,Regular Customers,Hibernating
16553,215,5,6669.99828,2,2,4,8,0,Regular Customers,Hibernating
16554,131,1,586.1178,3,1,1,5,2,At Risk Customers,New Customers
16556,216,9,1447.6394,2,2,2,6,0,Regular Customers,Hibernating
16558,81,28,3661.70116,3,4,3,10,3,Loyal Customers,Loyal Customers
16560,196,10,2191.05,2,2,3,7,0,Regular Customers,Hibernating
16565,245,2,66.73840000000001,1,1,1,3,2,At Risk Customers,Hibernating
16567,153,14,2187.10988,2,3,3,8,3,Loyal Customers,Loyal Customers
16570,28,11,1930.01446,4,3,3,10,3,Loyal Customers,Loyal Customers
16579,257,1,264.261,1,1,1,3,2,At Risk Customers,Hibernating
16583,361,5,2097.89964,1,2,3,6,0,Regular Customers,Hibernating
16593,118,1,1.7490000000000003,3,1,1,5,2,At Risk Customers,New Customers
16596,266,3,62.0341,1,1,1,3,2,At Risk Customers,Hibernating
16600,164,1,1023.7592800000001,2,1,2,5,0,Regular Customers,Hibernating
16607,187,8,775.15506,2,2,2,6,0,Regular Customers,Hibernating
16612,27,14,2793.60185,4,3,3,10,3,Loyal Customers,Loyal Customers
16618,90,24,5243.52488,3,4,4,11,3,Loyal Customers,Loyal Customers
16634,336,6,1147.6819,1,2,2,5,0,Regular Customers,Hibernating
16638,121,3,250.47698,3,1,1,5,2,At Risk Customers,New Customers
16654,291,5,731.0116,1,2,2,5,0,Regular Customers,Hibernating
16655,132,13,2240.5072,3,3,3,9,3,Loyal Customers,Loyal Customers
16656,59,6,127.6237,3,2,1,6,2,At Risk Customers,Potential Loyalists
16658,293,7,992.5981400000001,1,2,2,5,0,Regular Customers,Hibernating
16660,79,1,19.57258,3,1,1,5,2,At Risk Customers,New Customers
16665,236,5,1010.4362400000001,1,2,2,5,0,Regular Customers,Hibernating
16670,109,25,3676.1830800000002,3,4,3,10,3,Loyal Customers,Loyal Customers
16676,157,8,790.1848200000001,2,2,2,6,0,Regular Customers,Hibernating
16679,271,1,86.13174000000001,1,1,1,3,2,At Risk Customers,Hibernating
16684,15,33,5685.329540000001,4,4,4,12,3,Loyal Customers,Champions
16686,181,51,8558.36412,2,4,4,10,3,Loyal Customers,Loyal Customers
16700,53,24,4336.0298,4,4,4,12,3,Loyal Customers,Champions
16701,132,9,1418.06868,3,2,2,7,3,Loyal Customers,Potential Loyalists
16705,24,28,3200.81072,4,4,3,11,3,Loyal Customers,Loyal Customers
16710,215,28,4228.87735,2,4,4,10,0,Regular Customers,Loyal Customers
16711,188,1,15.3282,2,1,1,4,2,At Risk Customers,Hibernating
16713,178,49,8451.966890000002,2,4,4,10,3,Loyal Customers,Loyal Customers
16714,61,47,10839.51236,3,4,4,11,3,Loyal Customers,Loyal Customers
16716,22,1,40.40792,4,1,1,6,2,At Risk Customers,New Customers
16717,19,8,1162.61374,4,2,2,8,3,Loyal Customers,Potential Loyalists
16718,313,28,4715.61786,1,4,4,9,0,Regular Customers,Loyal Customers
16719,164,34,5592.9081400000005,2,4,4,10,3,Loyal Customers,Loyal Customers
16722,222,22,2357.98475,1,3,3,7,0,Regular Customers,Loyal Customers
16725,6,67,11075.280060000001,4,4,4,12,1,VIP Customers,Champions
16726,230,8,587.7792000000001,1,2,1,4,0,Regular Customers,Hibernating
16727,246,21,3709.26868,1,3,3,7,0,Regular Customers,Loyal Customers
16730,77,9,2025.5863000000002,3,2,3,8,3,Loyal Customers,Potential Loyalists
16735,144,26,3153.8264400000003,2,4,3,9,3,Loyal Customers,Loyal Customers
16743,200,13,2469.59773,2,3,3,8,0,Regular Customers,Loyal Customers
16745,2,28,5467.84896,4,4,4,12,3,Loyal Customers,Champions
16746,118,27,3016.2125,3,4,3,10,3,Loyal Customers,Loyal Customers
16748,13,9,1836.99494,4,2,3,9,3,Loyal Customers,Potential Loyalists
16752,345,4,1002.2789399999999,1,1,2,4,0,Regular Customers,Hibernating
16754,336,2,151.5906,1,1,1,3,2,At Risk Customers,Hibernating
16755,45,7,1682.8699600000002,4,2,2,8,3,Loyal Customers,Potential Loyalists
16757,73,6,949.7661400000002,3,2,2,7,3,Loyal Customers,Potential Loyalists
16767,52,26,6599.5576200000005,4,4,4,12,3,Loyal Customers,Champions
16770,38,45,8639.43326,4,4,4,12,3,Loyal Customers,Champions
16771,19,57,10908.18966,4,4,4,12,1,VIP Customers,Champions
16775,125,19,2787.465,3,3,3,9,3,Loyal Customers,Loyal Customers
16779,22,36,5800.27424,4,4,4,12,3,Loyal Customers,Champions
16781,257,14,2128.57268,1,3,3,7,0,Regular Customers,Loyal Customers
16782,56,61,9792.43417,4,4,4,12,1,VIP Customers,Champions
16791,133,17,3357.67666,2,3,3,8,3,Loyal Customers,Loyal Customers
16795,258,32,4952.977110000001,1,4,4,9,0,Regular Customers,Loyal Customers
16805,215,31,3725.6950800000004,2,4,3,9,0,Regular Customers,Loyal Customers
16810,223,1,29.5944,1,1,1,3,2,At Risk Customers,Hibernating
16812,220,7,1903.41912,2,2,3,7,0,Regular Customers,Hibernating
16814,16,36,7820.518050000001,4,4,4,12,3,Loyal Customers,Champions
16816,36,16,2839.6304,4,3,3,10,3,Loyal Customers,Loyal Customers
16817,213,13,1686.8721400000002,2,3,2,7,0,Regular Customers,At Risk
16833,144,8,1290.64456,2,2,2,6,3,Loyal Customers,Hibernating
16835,350,1,252.58372,1,1,1,3,0,Regular Customers,Hibernating
16839,35,10,1610.26771,4,2,2,8,3,Loyal Customers,Potential Loyalists
16843,116,8,1622.3825600000002,3,2,2,7,3,Loyal Customers,Potential Loyalists
16850,140,13,1566.59554,2,3,2,7,3,Loyal Customers,At Risk
16858,269,2,606.5129400000001,1,1,1,3,0,Regular Customers,Hibernating
16861,291,1,15.9477,1,1,1,3,2,At Risk Customers,Hibernating
16863,224,5,1260.37922,1,2,2,5,0,Regular Customers,Hibernating
16873,176,43,3213.89258,2,4,3,9,3,Loyal Customers,Loyal Customers
16875,137,17,3110.0140400000005,2,3,3,8,3,Loyal Customers,Loyal Customers
16882,58,1,261.8,3,1,1,5,2,At Risk Customers,New Customers
16883,334,11,2450.71308,1,3,3,7,0,Regular Customers,Loyal Customers
16885,186,23,3596.73938,2,3,3,8,0,Regular Customers,Loyal Customers
16889,152,20,4687.540300000001,2,3,4,9,3,Loyal Customers,Loyal Customers
16891,333,37,7277.212780000001,1,4,4,9,0,Regular Customers,Loyal Customers
16892,95,1,34.32856,3,1,1,5,2,At Risk Customers,New Customers
16893,277,31,3475.73528,1,4,3,8,0,Regular Customers,Loyal Customers
16897,40,19,3780.60232,4,3,3,10,3,Loyal Customers,Loyal Customers
16898,258,11,2771.86094,1,3,3,7,0,Regular Customers,Loyal Customers
16899,216,9,783.27764,2,2,2,6,0,Regular Customers,Hibernating
16904,102,44,6171.3053,3,4,4,11,3,Loyal Customers,Loyal Customers
16905,334,5,1060.342,1,2,2,5,0,Regular Customers,Hibernating
16907,256,19,3628.6688400000003,1,3,3,7,0,Regular Customers,Loyal Customers
16912,93,5,934.84324,3,2,2,7,3,Loyal Customers,Potential Loyalists
16916,343,23,3271.1722600000003,1,3,3,7,0,Regular Customers,Loyal Customers
16918,58,10,2427.1374,3,2,3,8,3,Loyal Customers,Potential Loyalists
16919,215,34,7019.087200000001,2,4,4,10,0,Regular Customers,Loyal Customers
16923,40,59,14825.27542,4,4,4,12,1,VIP Customers,Champions
16926,331,6,536.20312,1,2,1,4,0,Regular Customers,Hibernating
16927,231,1,27.8942,1,1,1,3,2,At Risk Customers,Hibernating
16928,90,5,1516.46472,3,2,2,7,3,Loyal Customers,Potential Loyalists
16931,86,54,11377.46533,3,4,4,11,1,VIP Customers,Loyal Customers
16938,11,9,2025.7343,4,2,3,9,3,Loyal Customers,Potential Loyalists
16943,67,10,1474.2084,3,2,2,7,3,Loyal Customers,Potential Loyalists
16945,193,7,1057.4946,2,2,2,6,0,Regular Customers,Hibernating
16948,108,4,564.9815,3,1,1,5,3,Loyal Customers,New Customers
16949,54,4,901.9382,4,1,2,7,3,Loyal Customers,New Customers
16950,283,2,167.805,1,1,1,3,2,At Risk Customers,Hibernating
16954,212,5,346.1947,2,2,1,5,2,At Risk Customers,Hibernating
16955,148,12,1357.33886,2,3,2,7,3,Loyal Customers,At Risk
16983,82,10,1184.40274,3,2,2,7,3,Loyal Customers,Potential Loyalists
16985,20,17,3849.2343600000004,4,3,3,10,3,Loyal Customers,Loyal Customers
16992,18,2,36.36714,4,1,1,6,2,At Risk Customers,New Customers
16995,336,1,20.6854,1,1,1,3,2,At Risk Customers,Hibernating
16996,172,4,346.44234,2,1,1,4,2,At Risk Customers,Hibernating
16997,13,5,609.17988,4,2,1,7,3,Loyal Customers,Potential Loyalists
17001,76,18,1647.83646,3,3,2,8,3,Loyal Customers,Potential Loyalists
17007,173,8,1221.0692,2,2,2,6,0,Regular Customers,Hibernating
17017,214,42,6882.87281,2,4,4,10,0,Regular Customers,Loyal Customers
17018,109,5,661.6221400000001,3,2,1,6,3,Loyal Customers,Potential Loyalists
17019,127,46,8140.311250000001,3,4,4,11,3,Loyal Customers,Loyal Customers
17025,352,5,1208.6789,1,2,2,5,0,Regular Customers,Hibernating
17026,315,3,154.2404,1,1,1,3,2,At Risk Customers,Hibernating
17027,61,18,3605.69988,3,3,3,9,3,Loyal Customers,Loyal Customers
17033,208,4,358.81882,2,1,1,4,2,At Risk Customers,Hibernating
17035,25,8,1593.0668,4,2,2,8,3,Loyal Customers,Potential Loyalists
17041,222,4,649.0038,1,1,1,3,0,Regular Customers,Hibernating
17044,203,1,51.53414,2,1,1,4,2,At Risk Customers,Hibernating
17048,88,7,1241.8921,3,2,2,7,3,Loyal Customers,Potential Loyalists
17059,317,69,8896.77974,1,4,4,9,0,Regular Customers,Loyal Customers
17062,40,34,5955.32208,4,4,4,12,3,Loyal Customers,Champions
17064,116,9,3244.10398,3,2,3,8,3,Loyal Customers,Potential Loyalists
17068,33,38,6634.899820000001,4,4,4,12,3,Loyal Customers,Champions
17069,171,14,2442.96576,2,3,3,8,0,Regular Customers,Loyal Customers
17071,17,8,1284.55294,4,2,2,8,3,Loyal Customers,Potential Loyalists
17075,62,6,348.1498,3,2,1,6,2,At Risk Customers,Potential Loyalists
17076,253,5,1121.31618,1,2,2,5,0,Regular Customers,Hibernating
17082,66,11,418.91208,3,3,1,7,3,Loyal Customers,Potential Loyalists
17085,179,39,5608.83874,2,4,4,10,3,Loyal Customers,Loyal Customers
17090,177,2,94.24620000000002,2,1,1,4,2,At Risk Customers,Hibernating
17091,70,20,2844.83868,3,3,3,9,3,Loyal Customers,Loyal Customers
17094,66,8,1850.0081599999999,3,2,3,8,3,Loyal Customers,Potential Loyalists
17095,132,5,720.32008,3,2,2,7,3,Loyal Customers,Potential Loyalists
17097,100,29,5923.64736,3,4,4,11,3,Loyal Customers,Loyal Customers
17105,2,27,4883.24919,4,4,4,12,3,Loyal Customers,Champions
17114,146,11,2596.8298,2,3,3,8,3,Loyal Customers,Loyal Customers
17118,63,7,1883.7512000000002,3,2,3,8,3,Loyal Customers,Potential Loyalists
17126,241,28,6734.15858,1,4,4,9,0,Regular Customers,Loyal Customers
17128,145,6,1001.02936,2,2,2,6,3,Loyal Customers,Hibernating
17135,335,6,1483.0483,1,2,2,5,0,Regular Customers,Hibernating
17146,200,6,1839.1419799999999,2,2,3,7,0,Regular Customers,Hibernating
17147,28,8,761.33948,4,2,2,8,3,Loyal Customers,Potential Loyalists
